100000,600.000000,150.000000,300.000000,100.000000,150.000000,0,13006,0.130060,0.136962
100000,600.000000,150.000000,300.000000,100.000000,150.000000,1,26970,0.269700,0.268409
100000,600.000000,150.000000,300.000000,100.000000,150.000000,2,18542,0.185420,0.184933
100000,600.000000,150.000000,300.000000,100.000000,150.000000,3,12936,0.129360,0.127418
100000,600.000000,150.000000,300.000000,100.000000,150.000000,4,8933,0.089330,0.087790
100000,600.000000,150.000000,300.000000,100.000000,150.000000,5,5967,0.059670,0.060487
100000,600.000000,150.000000,300.000000,100.000000,150.000000,6,4213,0.042130,0.041675
100000,600.000000,150.000000,300.000000,100.000000,150.000000,7,2937,0.029370,0.028714
100000,600.000000,150.000000,300.000000,100.000000,150.000000,8,2016,0.020160,0.019784
100000,600.000000,150.000000,300.000000,100.000000,150.000000,9,1414,0.014140,0.013631
100000,600.000000,150.000000,300.000000,100.000000,150.000000,10,912,0.009120,0.009392
100000,600.000000,150.000000,300.000000,100.000000,150.000000,11,671,0.006710,0.006471
100000,600.000000,150.000000,300.000000,100.000000,150.000000,12,473,0.004730,0.004458
100000,600.000000,150.000000,300.000000,100.000000,150.000000,13,292,0.002920,0.003072
100000,600.000000,150.000000,300.000000,100.000000,150.000000,14,238,0.002380,0.002116
100000,600.000000,150.000000,300.000000,100.000000,150.000000,15,156,0.001560,0.001458
100000,600.000000,150.000000,300.000000,100.000000,150.000000,16,107,0.001070,0.001005
100000,600.000000,150.000000,300.000000,100.000000,150.000000,17,63,0.000630,0.000692
100000,600.000000,150.000000,300.000000,100.000000,150.000000,18,50,0.000500,0.000477
100000,600.000000,150.000000,300.000000,100.000000,150.000000,19,38,0.000380,0.000329
100000,600.000000,150.000000,300.000000,100.000000,150.000000,20,24,0.000240,0.000226
100000,600.000000,150.000000,300.000000,100.000000,150.000000,21,9,0.000090,0.000156
100000,600.000000,150.000000,300.000000,100.000000,150.000000,22,11,0.000110,0.000107
100000,600.000000,150.000000,300.000000,100.000000,150.000000,23,3,0.000030,0.000074
100000,600.000000,150.000000,300.000000,100.000000,150.000000,24,3,0.000030,0.000051
100000,600.000000,150.000000,300.000000,100.000000,150.000000,25,6,0.000060,0.000035
100000,600.000000,150.000000,300.000000,100.000000,150.000000,26,3,0.000030,0.000024
100000,600.000000,150.000000,300.000000,100.000000,150.000000,27,4,0.000040,0.000017
100000,600.000000,150.000000,300.000000,100.000000,150.000000,28,2,0.000020,0.000011
100000,600.000000,150.000000,300.000000,100.000000,150.000000,30,1,0.000010,0.000005

